FID,OBJECTID,Site ID,Site Name,Level of Government,State,Level of Protection,Management Agency,Management Plan,Primary Conservation Focus,Conservation Focus,Fishing Restrictions,Protection Focus,Permanence,Constancy,Year Established,Anchor,Vessel,IUCN_MPA,IUCN category,Category,Marine Status,URL,WDPA_Cd,ProSeasID,Designation,Area (km2),Marine Area (km2),Percent Area Marine,No-Take Area (km2),Longitude,Latitude,VxCount,SHAPE_Leng,SHAPE_Area,Shape__Area,Shape__Length
55,55,FL5,Cape Haze Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1975,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/capehaze/,555586756,FL5,Aquatic Preserve,61.6504,45.59809113,74,0,-82.19192411,26.79785407,1026,0.561452879,0.005573595,77378372.3,66420.3366
56,56,FL500,Banana River Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1970,,,1,IV,IUCN MPA,Marine,https://floridadep.gov/coastal/sites/banana/,555586765,FL500,Aquatic Preserve,105.804,104.0671387,98,0,-80.64146552,28.30686836,4656,1.472930909,0.009697705,136496538.5,177276.7663
57,57,FL501,Biscayne Bay Aquatic Preserve,State,FL,Zoned w/No Take Areas,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1974,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://floridadep.gov/coastal/sites/biscayne/,0,FL501,Aquatic Preserve,279.831,274.9147949,98,0,-80.22767564,25.62200035,9025,4.905391977,0.025044353,344198799.7,575040.7918
58,58,FL502,Cockroach Bay Preserve State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1997,,,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/cockroach-bay,555585658,FL502,State Park,2.49764,0.687532246,28,0,-82.49319488,27.70905549,5710,0.934300581,0.000227646,3186201.455,109782.4772
59,59,FL503,Coupon Bight Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1969,,,1,IV,IUCN MPA,Marine,https://floridadep.gov/coastal/sites/coupon/,555586757,FL503,Aquatic Preserve,18.7856,18.77845764,100,0,-81.3661414,24.63657355,1267,0.618139531,0.001667754,22736564.53,71484.86671
60,60,FL505,Estero Bay Preserve State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1987,,,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/estero-bay,666646,FL505,State Park,45.9758,1.533248067,3,0,-81.89151548,26.46455661,10219,2.157169825,0.004144401,57369274.06,254580.7219
61,61,FL506,Fort Clinch State Park Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1970,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://floridadep.gov/rcp/aquatic-preserve/locations/nassau-river-st-johns-river-marshes-and-ft-clinch-aquatic-preserves,555586766,FL506,Aquatic Preserve,30.5777,30.51469231,100,0,-81.41697399,30.69362615,508,0.361603908,0.002869528,41352365.88,42756.04555
62,62,FL507,Guana River Marsh Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,"Natural Heritage, Cultural Heritage and Sustainable Production",No Site Restrictions,Ecosystem,Permanent,Year-round,1984,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/gtm/guana.htm,555586767,FL507,Aquatic Preserve,166.183,113.8264771,68,0,-81.32308755,30.06773999,4229,1.130381249,0.01549397,221872545.9,136159.6089
63,63,FL508,Indian River Lagoon Preserve State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2000,,,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/indian-river-lagoon,555585660,FL508,State Park,2.29112,0.153832912,7,0,-80.50216078,27.94261275,5048,0.230328899,0.000209272,2935354.982,27349.61628
64,64,FL509,Indian River - Malabar to Vero Beach Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1969,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://floridadep.gov/rcp/aquatic-preserve/locations/indian-river-malabar-vero-beach-aquatic-preserve,555586768,FL509,Aquatic Preserve,111.637,106.8652649,96,0,-80.48315575,27.87752431,11826,2.68861151,0.01019151,142874465.2,321163.4999
65,65,FL510,Indian River - Vero Beach to Ft. Pierce Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,No Site Restrictions,Ecosystem,Permanent,Year-round,1969,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/indian-vero/,555586769,FL510,Aquatic Preserve,39.0147,35.20405197,90,0,-80.34063089,27.54712462,2492,0.759386835,0.003550937,49629827.2,90602.88423
66,66,FL511,Jensen Beach to Jupiter Inlet Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,No Site Restrictions,Ecosystem,Permanent,Year-round,1969,,,1,IV,IUCN MPA,Marine,https://floridadep.gov/coastal/sites/jensen/,555586770,FL511,Aquatic Preserve,93.786,91.31716919,97,0,-80.22928783,27.28318923,10350,2.453361866,0.008515608,118734970.3,292518.8015
67,67,FL512,Lignumvitae Key Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1969,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://floridadep.gov/rcp/aquatic-preserve/locations/lignumvitae-key-aquatic-preserve,555586771,FL512,Aquatic Preserve,33.6311,33.62861252,100,0,-80.67780683,24.91853299,358,0.450367247,0.002992504,40889707.93,52662.80983
68,68,FL513,Loxahatchee River - Lake Worth Creek Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1970,,,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/loxahatchee/,555586772,FL513,Aquatic Preserve,8.25113,5.939728737,72,0,-80.11429491,26.94874538,3827,0.737406398,0.000747012,10385495.13,86833.12777
69,69,FL514,Mosquito Lagoon Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1970,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://floridadep.gov/rcp/aquatic-preserve/locations/mosquito-lagoon-aquatic-preserve,555586773,FL514,Aquatic Preserve,19.2534,6.012829781,31,0,-80.87212339,28.97344724,174,0.202714378,0.001775963,25156229.1,24083.54066
70,70,FL515,Nassau River - St. Johns River Marshes Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1969,,,1,IV,IUCN MPA,Mixed,https://floridadep.gov/rcp/aquatic-preserve/locations/nassau-river-st-johns-river-marshes-and-ft-clinch-aquatic-preserves,555586774,FL515,Aquatic Preserve,286.158,130.9299927,46,0,-81.46663619,30.49223537,2454,1.624666684,0.02679841,385387709.2,195822.6245
71,71,FL516,"North Fork, St. Lucie Aquatic Preserve",State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1984,,,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/northfork/,555586775,FL516,Aquatic Preserve,20.4626,9.409356117,46,0,-80.31656624,27.23902172,603,0.498294183,0.001857848,25902717.88,60036.18023
72,72,FL517,Crystal River Preserve State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1974,,,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/Crystal-River-Preserve,666642,FL517,State Park,113.695,3.711086988,3,0,-82.64972133,28.80568686,100702,10.76679956,0.010475693,148220956.6,1276377.777
73,73,FL518,Pellicer Creek Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1970,,,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/gtm/pellicer.htm,555586776,FL518,Aquatic Preserve,2.63766,0.642246485,24,0,-81.256653,29.66590009,127,0.149911526,0.000244948,3493117.164,17617.02123
74,74,FL519,Pumpkin Hill Creek Preserve State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1994,,,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/Pumpkin-Hill,555585661,FL519,State Park,16.5557,0.002619089,0,0,-81.51457117,30.47009089,1429,0.579552493,0.001550072,22286432.41,68942.80663
75,75,FL521,Terra Ceia Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1983,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://floridadep.gov/rcp/aquatic-preserve/locations/terra-ceia-aquatic-preserve,555586758,FL521,Aquatic Preserve,85.8848,85.03701019,99,0,-82.62135777,27.5809803,5733,1.540789153,0.007819271,109319482.6,180825.5195
76,76,FL522,Tomoka Marsh Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1969,,,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/tomoka/,555586777,FL522,Aquatic Preserve,20.1197,9.27383709,46,0,-81.09624099,29.37346485,2642,0.982986555,0.001863134,26493943.21,119535.4203
77,77,FL524,Yellow River Marsh Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1970,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://floridadep.gov/rcp/aquatic-preserve/locations/yellow-river-marsh-aquatic-preserve,555586759,FL524,Aquatic Preserve,60.4555,31.28005981,52,0,-86.99723884,30.53277893,1005,0.566920769,0.005663883,81482759.27,68167.05279
78,78,FL526,Rookery Bay Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1975,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/rookery/rookery_bay.htm,555586901,FL526,Aquatic Preserve,236.005,123.7031555,52,0,-81.70839464,25.86679841,162,0.958714604,0.021181459,291925977,113377.2216
79,79,FL6,Cape Romano - Ten Thousand Islands Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1969,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/rookery/cape_romano.htm,555586760,FL6,Aquatic Preserve,209.168,112.630455,54,0,-81.56130448,25.89156145,1012,0.818212286,0.018762565,258449712.7,95688.20932
80,80,FL7,Charlotte Harbor Preserve State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1970,,,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/charlotte-harbor,666639,FL7,State Park,183.961,11.04724121,6,0,-82.13611044,26.8472668,33803,7.054870809,0.016630209,230863782.3,835136.7995
81,81,FL750,Amelia Island State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1983,Unrestricted,Unrestricted,1,IV,IUCN MPA,Interface,https://www.stateparks.com/amelia_island_state_park_in_florida.html,555585996,FL750,State Park,0.81955,0.033481117,4,0,-81.43953626,30.52136142,243,0.058518156,7.67729E-05,1104397.559,6956.84455
82,82,FL751,Anastasia State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1949,,,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/anastasia,555585997,FL751,State Park,6.53184,1.49114418,23,0,-81.27905266,29.88547176,395,0.198546062,0.000607943,8689095.391,23877.43404
83,83,FL752,Anclote Key State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1960,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://www.floridastateparks.org/park/Anclote-Key,555585657,FL752,State Park,49.5977,48.29895782,97,0,-82.84013727,28.17721631,76,0.488574827,0.004540299,63827300.45,59453.69413
84,84,FL753,Avalon State Park,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1985,,Unrestricted,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/avalon,555585998,FL753,State Park,2.63447,0.022680279,1,0,-80.3246037,27.54386611,425,0.160111712,0.00023977,3351061.311,18924.74299
85,85,FL754,Bahia Honda State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1961,Unrestricted,Unrestricted,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/Bahia-Honda,22983,FL754,State Park,1.99635,0.097872369,5,0,-81.26217967,24.66640022,456,0.146424388,0.000177275,2417380.48,16794.92322
86,86,FL755,Bald Point State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1999,,,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/Bald-Point,555585999,FL755,State Park,19.805,0.580991983,3,0,-84.35803221,29.92934768,3339,0.399498208,0.001844139,26369184.09,47984.78987
87,87,FL756,Big Talbot Island State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1982,,,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/Big-Talbot-Island,555586778,FL756,State Park,6.94697,0.168984368,2,0,-81.43983189,30.48013697,1226,0.523427939,0.000650495,9353569.234,63812.33237
88,88,FL757,Big Lagoon State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1977,,,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/big-lagoon,555586000,FL757,State Park,2.98318,0.223939881,8,0,-87.41020818,30.31507355,327,0.081974026,0.000278865,4003075.691,9583.908996
89,89,FL758,Bill Baggs Cape Florida State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1966,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/Cape-Florida,22991,FL758,State Park,1.75398,0.129366159,7,0,-80.1595871,25.67575293,83,0.056740297,0.000157048,2159359.004,6688.88915
90,90,FL759,Bulow Creek State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1981,Unrestricted,,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/bulow-creek,666638,FL759,State Park,21.2036,0.172245532,1,0,-81.11623205,29.38133275,1146,0.704760908,0.001963655,27925550.42,84533.56929
91,91,FL760,Bulow Plantation Ruins Historic State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1945,,,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/Bulow-Plantation,555586907,FL760,Historic State Park,0.600993,0.002368165,0,0,-81.142673,29.43455215,79,0.054600683,5.56865E-05,792347.7324,6336.839423
